work_unit_id,num_layers,epsilon,epsilon_decay,gamma_comp,dropout_prob,win_reward,reward_points_per_turn
1,5,0.014749237059278861,False,0.010516711233523424,0.06850711397964632,0.022352482524890072,0.09772511915558094
2,5,0.012702300239589535,False,0.03743404069183637,0.13532950912873182,4.075318382150589,0.3901863957414599
3,1,0.013209187468692703,False,0.08996037891196006,0.43956921817062955,0.025045643331382976,3.2029115545871765
4,5,0.010448657965728726,False,0.033560289073273845,0.47634678814802955,44.48090399846657,0.03412889426644571
5,3,0.020160515112138833,False,0.07998199973971426,0.31556839632035644,34.50876001000828,0.07957760889799105
6,3,0.044309968364745995,True,0.03624139931669625,0.4230317845553181,6.0076228416954525,0.330159849483965
7,3,0.01772578823311233,False,0.07643742835252176,0.20177106471138367,0.028505208976688238,0.07706796951849251
8,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
9,2,0.012561011036111869,True,0.0827950964401151,0.19099815120804953,0.01637794302110881,0.05832658395921824
10,4,0.07350669441613408,False,0.021303728280966796,0.4739274636510473,0.07567881766056625,0.10193617386608844
11,4,0.01052186684144764,True,0.05262945911388014,0.2322589667811697,0.5458230682379325,4.513990948934845
12,1,0.03391174604001706,False,0.010983198167942977,0.3580607292524406,62.54111259415995,0.05329939072601959
13,4,0.06752648358463981,True,0.01585303426864894,0.2998789801018367,15.204200974677988,0.04414560586903766
14,5,0.01655576169994833,True,0.018916701019114423,0.45656646054018213,1.0153575747116592,0.046373947749408194
15,3,0.03767355342232425,False,0.04295629682613959,0.40556343587820665,14.779473263629589,0.17960913536300166
16,3,0.025316828267072065,True,0.02027450155925536,0.11696809627772459,1.1632651205687874,0.0951282952399213
17,1,0.0333574747182121,True,0.010387483119362204,0.2588641087721783,0.16303415136596575,0.019228719764257263
18,1,0.020299357702196708,True,0.010585390770962148,0.3705333633484519,0.026795148418003033,0.022505818400819517
19,3,0.02869015612504559,False,0.01055888642469537,0.2053949877154072,0.38549462241465193,0.2820066583983241
20,5,0.03699579549004113,True,0.0694924074265527,0.21463267023484672,5.322664405448566,0.2809710033790862
21,4,0.01684138032045429,False,0.07523969956870773,0.028505972555567693,0.041710530545824895,0.27886939592009874
22,4,0.011477846958701222,True,0.09381118144059315,0.4471214514812667,0.09147758605028489,0.6249275666377724
23,4,0.06506324227306665,True,0.08659752204367974,0.4304035748434729,10.065315293679301,2.9368525170380506
24,5,0.06299191068420108,True,0.025745501567808485,0.35592176130762937,95.13541889522554,0.30649150258124175
25,2,0.09303732664639854,False,0.03131972694529797,0.2644457341531472,0.0134277367103779,2.0437435588942714
26,3,0.013777691536036358,False,0.032140237837943314,0.22712561001290427,9.641468951341498,0.17722165206322119
27,2,0.06257406059755365,True,0.03907133387863376,0.18062853485511388,14.429910009315732,1.3611407005997307
28,5,0.09391439944383972,False,0.03495047924047663,0.14393742045510904,0.02051734419740899,0.8046936291152871
29,5,0.021507912449504164,False,0.03947634983776203,0.47942110102760793,0.07675143787162676,3.7277531842002576
30,2,0.021465706908587727,False,0.06623006601935691,0.17315465168774657,0.027206329642807395,0.21582116333010953
31,1,0.0124304204365894,True,0.010493696191582863,0.038785247497113595,44.370700470105305,0.12040187238241579
32,3,0.033445752307997595,True,0.015043182237783087,0.13850831763225102,0.036239936886843474,0.13809235795999827
33,5,0.014454824297884894,True,0.018773415670915828,0.024583429046194816,0.03586308482065335,2.951029789011251
34,3,0.017522119237720724,True,0.021713936310627874,0.06144995358457883,1.1114944889220901,0.01734962808910562
35,5,0.09321494991395766,False,0.026827000532976906,0.03240510383351641,0.026306524068261703,4.683369530035697
36,2,0.020021160847413375,False,0.0487343752440308,0.4723930654984476,0.055545751846135256,0.1583495580213539
37,3,0.01815806776002492,True,0.05085526457090747,0.050225200617529164,0.021552542442741542,1.2382650287298147
38,1,0.03600749032532696,False,0.0670668223135255,0.2564967894305257,0.05688281294773382,3.55411387675748
39,3,0.04088893497954827,True,0.03255059133997153,0.33061241932453383,0.09959040330674628,0.6967409242039531
40,1,0.0695140575921108,False,0.03686501444459094,0.44432189885403395,0.5182038751840443,0.040302394822427694
41,4,0.027136389085177764,False,0.010754250456874673,0.45865808129600233,0.4170704638949752,0.01648787015766996
42,5,0.08743522467837436,True,0.04842063527261838,0.4816596977984516,1.9917639272147796,0.1841453833089231
43,2,0.03150594372620917,False,0.02435993864846457,0.059462543833383064,71.62669559736396,0.9911244972496885
44,4,0.020782279555889172,False,0.011057768791222312,0.4001544841711387,0.7738589506152612,0.0925675593504151
45,3,0.04227776611718872,False,0.026681151135385543,0.3185720134746686,0.09229186228001801,0.013712436599626844
46,3,0.012502505756524025,False,0.05624507491818681,0.047053473208718555,5.11188299768727,1.499320174545153
47,3,0.0946051468904012,True,0.036102762959901155,0.46600242300926786,0.43786707546887715,0.2324884642727749
48,1,0.027970785454426467,True,0.07838021754720441,0.017419329238881343,1.8021067603595675,0.6394193993826953
49,5,0.08820147594982584,False,0.016490313459763435,0.3510447222737953,16.459417898842815,0.052106439116650485
50,1,0.010462546716851604,False,0.07602282911428734,0.08236675900987878,0.05561046780015295,0.23138267259563713
51,2,0.012301787401865206,False,0.08609945167997336,0.19927474484027297,4.279400332634699,0.6626931164139708
52,2,0.016552431700099825,False,0.02405278884974279,0.47940575087118736,0.02339702043436573,2.2482924304570555
53,3,0.06129852637467909,False,0.013387440631844667,0.08061982492638542,1.6069628254419013,0.13252164994542154
54,2,0.028403115492186427,True,0.07644002033209764,0.1896163947993379,0.21928660634444755,0.01253900136583299
55,5,0.08604314276450163,True,0.022751384675241983,0.18884190556548985,4.1564023651679065,0.1166859089981728
56,5,0.06905328527751528,False,0.01443861610950543,0.08527142182943742,0.30699340741577946,0.3675212360312239
57,5,0.018426229243420546,False,0.04516907115134092,0.11037410425541239,89.46488390095733,0.1119175015936372
58,2,0.02553521560164463,False,0.05037901971007597,0.40720313330935737,45.26868419165471,0.15774034102487877
59,5,0.08925464373307625,True,0.020790551218655404,0.43970478800283774,0.45510468587035885,0.3023294202574768
60,5,0.012179405810712422,False,0.017338934234128665,0.07016416931857916,0.025860631019275687,0.023144588244393912
61,1,0.05854267071271263,True,0.014510227292526887,0.48771527804668313,0.0248406358792476,0.02251199508275302
62,4,0.013904609033673961,True,0.018944387424600945,0.23986462513007994,22.807124488347213,1.549719611188923
63,2,0.010222308634428853,True,0.04447320053175809,0.10908834754049013,85.00109066860821,0.08678758081665099
64,1,0.03197288047746998,False,0.028861001307996927,0.2965412431315637,43.52695261599569,5.773875507946722
65,4,0.043368003290549705,False,0.011410397887918809,0.20057301119193388,78.65663140755365,0.45628645279415014
66,2,0.07880409239405238,True,0.04717423414119747,0.4530672804366721,8.714445131679595,4.7541083348926385
67,2,0.05935954411254766,False,0.013479314374506694,0.10675912084821082,24.230394476628103,0.028954173281411335
68,3,0.01664624753730919,True,0.02700204601170182,0.4338272494051562,0.05896846041124734,1.3255528452828025
69,5,0.033825884432281565,True,0.019224921474997284,0.28273773717124745,0.15369868329442068,0.057072534964220094
70,2,0.07998198815209162,True,0.03642709466265091,0.01571993014673634,0.18901740243408352,0.08625898195715699
71,2,0.024150353678308423,False,0.013134293610832737,0.04787066543918356,11.211467596158668,0.010073551242696795
72,3,0.014263603290792999,False,0.01485301352032927,0.43998644217964544,0.10422227503667224,0.4736411078746893
73,3,0.06561712895872177,True,0.046839743317294145,0.3510234355240574,0.623603796235845,0.021943480170102562
74,5,0.02501151732735809,False,0.0813148582846503,0.24442843719775698,0.07715630734472222,0.3406933085247536
75,1,0.014182948098527914,False,0.010443330299663366,0.3870668921889431,0.39112934301361957,0.22067849099383308
76,3,0.026110838289944392,False,0.09562955869014353,0.18413671600674264,0.9488984820821896,0.022453315604096278
77,1,0.010836626544881316,True,0.030381294266757158,0.03192844090186464,1.1447059250563305,1.5337042008185644
78,5,0.04179576477552563,False,0.011189934007700462,0.20365212292293927,7.349544939683454,5.759338407249177
79,2,0.06276367789009428,True,0.06513877376427474,0.04566920345814318,23.69379836282642,0.6110882181512299
80,4,0.010377339456450802,False,0.012330086776164156,0.12507113730653874,1.6474844398754727,0.013421681666208501
81,3,0.03944176802889561,True,0.0284641599474629,0.149941246130185,2.8576677958847694,3.007715701855095
82,5,0.014775288231678904,False,0.056874624084699565,0.08737495605366452,35.595318458470246,0.015820177557722765
83,5,0.017872172835497576,False,0.04174500114703122,0.06540961366303,1.3173454441235315,6.706073384007814
84,5,0.02981740161828363,False,0.040736074569139025,0.06652780603059777,0.033321050443928454,2.8673958708107925
85,5,0.03242964038771652,True,0.0923726473240368,0.46152882470365925,49.58213747150297,0.1374102144278037
86,5,0.07682005427255945,False,0.0726316967763052,0.3028624351856699,25.99911373734576,0.5347475339414022
87,4,0.02695028989383757,False,0.02736905320134672,0.3116788487373807,0.07661493369429452,0.22629894832804304
88,3,0.013033796381259573,False,0.026774366718689283,0.43285987930898406,27.29112703565972,0.07984930289520649
89,4,0.09882490375964138,True,0.07804390440600692,0.47574841541657253,3.716566175451451,1.7859019133999423
90,2,0.08095565797033245,True,0.0672234441921723,0.09094619016360983,0.9909913336877404,3.3955194608095964
91,1,0.045220702113582555,True,0.022931932965455586,0.22645723732605544,3.9979797154505046,0.024542201272619253
92,1,0.019438987178392934,False,0.025453415598399,0.1141580925338227,0.19778332640637106,1.222137889707961
93,1,0.01863258806731676,False,0.02724313981229169,0.13567818613613764,1.5203154828399132,5.840510830015602
94,5,0.018454200457667873,True,0.06814673293684426,0.484759817194411,3.8226775460778017,0.016959255508178023
95,2,0.015896038199112873,True,0.016968555178062044,0.13550534091040478,2.171064794737086,0.054876220699563306
96,4,0.0558411892825613,False,0.03946214482819529,0.3987770581249742,3.008896422454142,8.193156958834603
97,1,0.032259271237912834,True,0.04113602050023629,0.3590548178512116,1.1984071064618302,0.11044249059956096
98,4,0.053710077959508475,False,0.04388189728124575,0.45714993737283255,0.3593814646560227,0.3330726303604077
99,5,0.011189549575552718,True,0.04200671284767615,0.2361951534588938,49.61239939148091,0.03226670608100581
100,2,0.0546883111818865,False,0.04087919477263918,0.08499375531142356,1.814794347655776,0.3129625075266702
101,4,0.0718078836009505,True,0.031432087451263,0.22408884391345918,0.4597947208383392,0.1974543744980766
102,2,0.07930992986321529,True,0.05140784712037161,0.43457582876319695,0.05204700915852525,5.847839869650845
103,1,0.052873353414405654,False,0.08730254410662952,0.10531785092496754,68.82038714391817,0.33608873600132416
104,5,0.014134133020241227,False,0.01389994229204952,0.127493072413138,0.019927484116639322,0.014837566151160709
105,1,0.013974575524237502,True,0.017083259100782497,0.01771118635055563,3.4328171326547734,1.1773281839557477
106,1,0.01259019990823219,True,0.07733085799188247,0.4568409672071903,8.409051920981444,0.01435664858723929
107,3,0.04258920089331013,True,0.024266554263784133,0.4186051648124552,0.20703894761407393,0.20102757103550287
108,2,0.03494265250240328,True,0.059719606172555915,0.21867451689606637,0.36788321130564944,0.024111224305254572
109,5,0.07582369839884719,False,0.051622505195258996,0.0892626804362937,0.1627676336141693,0.7966547692985495
110,2,0.012751189251079724,False,0.04833072709228326,0.3710649337947924,0.6513831412705914,0.1760985433251228
111,3,0.04436608491423867,True,0.05574374013123789,0.2973919201571717,3.7133633246305955,3.6271205726494684
112,4,0.02081432823834183,True,0.010295430609059242,0.43279342637476165,0.04068695989393973,0.012822648008001739
113,3,0.027691880924226253,False,0.02099891815968319,0.3168270103530277,20.26374201147215,0.01098379358292887
114,1,0.04818457895028105,False,0.03625309131489866,0.4105576978852254,0.2998106758577209,0.9118764971444822
115,3,0.021129779064769524,True,0.07984155571756675,0.13387102505853354,78.87611844545148,0.22259468766369708
116,3,0.013604367417343307,False,0.01956004747099885,0.022257536663293664,76.91988100884627,0.9122809407593638
117,3,0.03408886357235235,True,0.04592177663911518,0.38397469651769084,0.2813465113250557,0.010149246198147548
118,5,0.07908445410389396,True,0.015657146892654975,0.4157393942449979,0.24311384528685287,0.115901417511184
119,3,0.017799175549706513,False,0.06266881131628393,0.1460435029633249,0.021371277554757786,0.031210392535161557
120,3,0.028361225656677477,True,0.027814301926174588,0.47844893273604516,27.853412825001232,0.011041865354966837
121,4,0.012330019723913975,True,0.08923468521726469,0.45142699970218075,0.4614176709520682,1.2587494114854205
122,3,0.07095049512684365,True,0.016188854653524494,0.26532479691935595,0.040154870867343206,0.07042172935615384
123,5,0.06507806251339208,False,0.014596840678157932,0.45213461984724634,24.27127449357926,0.7746346731416466
124,2,0.013697590217958557,True,0.031200572916597866,0.08505251730858615,35.44302930834064,0.34431752634809737
125,5,0.07836190885425505,True,0.02121081577571141,0.24366318962248057,53.38465500455756,9.982815321021109
126,4,0.0352017202889233,False,0.011026492181737985,0.055358648039876,0.021728537971213,0.235964628002944
127,2,0.09233716906387458,False,0.010079344863526362,0.3475461736923764,0.41753799252282303,0.28939403790063245
128,4,0.09575529399738054,False,0.010535532636137195,0.28368507488641875,5.85032945605971,0.014404227606309614
129,2,0.026958334679211056,True,0.014449894771225142,0.25678688585075854,0.6903045852849921,7.472024848613663
130,1,0.048396316009350314,True,0.06440237441194172,0.42636597335390636,0.20882839220245128,0.1343122689820333
131,2,0.01986585634167524,True,0.03356573098300757,0.4862695429364421,66.91929263110504,1.4729034202456706
132,2,0.06669758021018257,False,0.02775857122966961,0.00797106318004931,0.2257951383698777,0.019313866993321462
133,5,0.04156285017756844,False,0.02031370985810225,0.012485711025024271,0.5873323723279245,3.6458877509403855
134,5,0.07557786847720578,False,0.012217672444382172,0.48713968966918353,0.027881015119331432,2.3928472966126497
135,1,0.015447050611433503,True,0.018237517894679717,0.17604964517605304,0.025531367072401834,0.07692369924999869
136,5,0.05056510748725919,True,0.012973109214894347,0.09613262321886079,31.157278610639704,0.5915710208984466
137,3,0.011070876486983487,False,0.057660265097828255,0.4981978560284849,0.6851111030640468,5.864501254171088
138,2,0.04627819149545883,False,0.01785531203931156,0.1362858745873945,32.65195524514143,1.1789019906465283
139,2,0.026909640961451684,True,0.01938970832803182,0.09733653155681565,69.06875253429448,0.4606282239965314
140,1,0.012967442382710137,False,0.025674656122422937,0.2525396910012169,53.348707594812204,0.641139098819385
141,5,0.01824644108680059,True,0.030299806170626862,0.11591665022358144,0.08141740685575265,0.11787078931996643
142,5,0.037310344836977725,True,0.02263788002544831,0.09914743871873954,15.353866868802324,1.505038029997128
143,4,0.014962999368630884,True,0.02365247203963999,0.14740279940930218,0.022850808315951106,0.0465770261040949
144,4,0.01136220110908092,True,0.013892166180195096,0.13929790474225018,34.51057433104228,5.932282327142656
145,2,0.09065159549613303,True,0.01857700268063816,0.0174271795219606,0.6484838928689881,4.6613106386011784
146,2,0.04151588573047703,False,0.013652567198985832,0.3931356967364554,72.43403891035643,0.10107655508582777
147,2,0.019745582804740296,False,0.06903708012760733,0.2305199955105185,92.65307107015906,0.9126394868579507
148,4,0.01667790689603739,True,0.03286911379713349,0.040827246535095174,30.334386510585215,2.228939675823869
149,2,0.013384479539286882,True,0.02402323013276545,0.3592348585739942,0.1944940487818942,0.0113434234201994
150,4,0.04225848483197775,False,0.01590883185612936,0.18827204626588784,0.010185608225187928,4.854426588540805
151,5,0.03245502398860206,True,0.051352683724869674,0.08531715354075847,0.09972388531660667,0.6849807707402784
152,4,0.01168852553581436,False,0.029284556362765012,0.12702019212330223,5.900789727083134,6.288599930625998
153,4,0.09361056944679819,False,0.03215848020235154,0.12055258728745749,5.098514776071143,5.592057969570071
154,1,0.010284253010858587,False,0.014659404868039246,0.3291671936313548,24.730077090470665,0.05334308323518101
155,1,0.056996313971199995,True,0.032353703422208085,0.4698495746151077,1.4837508473450556,0.5132756103639012
156,2,0.021026206707767017,False,0.011878998700405142,0.4390190606297243,6.629924884443891,0.030708509216181578
157,5,0.03658447391595331,False,0.08955644131364467,0.3194522359248119,0.08498612238209144,0.16004392980474266
158,1,0.036014701184278554,True,0.01231423322802516,0.2531215035650854,63.21715396313114,7.444351818573184
159,3,0.047287940265775624,True,0.010229397479898763,0.09855216775028086,1.9785549629851698,9.04143380702811
160,4,0.029460363128539786,True,0.012639726171115691,0.4730207723607223,0.07171744787864454,8.345765294206679
161,5,0.07108002235493346,True,0.06583459603006243,0.016369252172390047,0.011589717462955326,0.025524138128660674
162,5,0.02589461864664125,True,0.04350741680587253,0.1658704061374121,0.19050907065687303,0.07304840654140449
163,5,0.07230881115315216,False,0.02318214495094598,0.15112686095772926,0.03655126685920323,2.0453974092705915
164,1,0.06496655834473009,False,0.015253987620329316,0.3482579421250348,12.738963158061116,5.169575321985937
165,1,0.0975038082412784,False,0.06293083597153874,0.49874079650539005,0.03465512790090127,9.53921447687827
166,4,0.019884340679841017,False,0.030613194800393345,0.0769885131740039,0.06278408192062973,0.11823587798977342
167,1,0.01699264413689891,True,0.011349579950406898,0.06196950765496617,2.4695600926069474,1.5539173988248303
168,5,0.013232692302990222,True,0.01594128388371137,0.287134125895154,0.01355500134522904,0.16717105052661627
169,3,0.010996159149773728,True,0.014346652782075728,0.15569643646410858,0.1440919105311448,0.014160882943168734
170,4,0.016145900388635302,False,0.07503561097672262,0.18862891186222053,2.9579134923013823,0.08761485004961958
171,2,0.07989967888948171,True,0.011155646698268507,0.3774668196505431,20.994471886152645,0.013875653636599277
172,1,0.026347163045504243,True,0.08037826849545143,0.07911583829475716,6.802911249765997,6.737463236446634
173,3,0.06985650921581314,True,0.05939512740229099,0.01166004474578014,0.33704976340247217,0.012265450068591411
174,1,0.09275333305118692,True,0.022056793515514133,0.33594658811148165,4.035937065289157,0.01699950228113577
175,5,0.04999558187089541,True,0.09190787677079829,0.15392778059697254,0.9789095437400095,0.5670633315931063
176,1,0.05202581072283347,True,0.041666265256657196,0.0022802170569388713,29.45988600370872,0.31730409789729047
177,4,0.03904311705718986,True,0.01848787707673361,0.15315390374993237,0.3986020891848819,0.5997334392001229
178,3,0.04914792357981855,True,0.026971182978903514,0.15168344090741054,0.03986705369098393,1.5147807912847602
179,4,0.06899952019000484,False,0.06921185215907351,0.2790905270165431,0.028536026174402283,0.1318818077217072
180,5,0.027336215019445047,False,0.041284189636862756,0.06148043785517138,66.78698258911783,0.49285213970955405
181,3,0.07134354205509835,True,0.014487846702819749,0.21837678847542236,0.6605105691049583,1.0905028287422187
182,2,0.07932741285643388,False,0.06662645781411349,0.3731405552737354,48.959968510375525,0.19256479382818065
183,3,0.03762963446214495,False,0.019619447718708435,0.35445500593387474,14.864684785201842,0.021500699548344968
184,4,0.02168405239924106,True,0.032428718977599684,0.28066325971886713,7.151848831475825,0.043117450734903924
185,2,0.010532246972447954,True,0.015580965312215022,0.18076703104209607,0.023062018879051818,0.031932381264173436
186,4,0.020331972446903664,False,0.0522550188698049,0.2482912310765752,0.07353448584779375,1.5241075092306278
187,5,0.011745793766387827,True,0.08005952244348384,0.2797386122656517,6.677664485821529,0.04721489797816591
188,1,0.07522908891636879,True,0.07076366565088772,0.280099323448368,0.3325368978614627,0.08693184306220204
189,3,0.026849111485729448,True,0.056729005113126174,0.18576487952776571,0.020106348922264188,1.1298602539866267
190,2,0.028396434109759974,True,0.025808795239489774,0.34084968173829405,1.6204604417523447,0.7991441454997554
191,2,0.023089795672180086,True,0.0426208145274286,0.05247169184787309,0.12508907487056106,0.3600110216117922
192,2,0.021834032155001345,True,0.09994950446944179,0.042581028670852394,0.020215100176499325,0.22202194306804704
193,1,0.09926092632886065,False,0.038112462630920566,0.35997333929122105,0.2710578409322757,0.7711782731646887
194,2,0.020856978155580352,False,0.010254201466229976,0.07288088022446887,0.06387728458786869,9.895268287243784
195,3,0.02655781889165028,False,0.06576935675975502,0.010903067452902926,0.9389730802755205,5.022075895952488
196,4,0.01072779921944653,False,0.04107316597660023,0.3538370517397066,0.574581956972456,0.013748190726513015
197,3,0.04529729129012256,True,0.01062548697522321,0.2974134775554089,0.4430111522245981,4.9282463141827835
198,2,0.04230178906733182,False,0.038470598329950555,0.4276368258183613,2.6136044386053143,0.142273213456549
199,4,0.058397139818357986,True,0.02235619730784712,0.38698308380715873,0.3999843011809806,0.02873726180736841
200,3,0.03216352920251545,False,0.028557033439279993,0.192383856067476,0.03820895108070274,0.12115170760814115
201,1,0.033353774691674394,False,0.05475863901794289,0.11510790274971877,7.604777315359353,3.92675766197659
202,5,0.06022809530740318,True,0.04916992660443085,0.4923776866415261,0.194799045423576,1.590913282723101
203,1,0.05657150327970869,True,0.010038017924264803,0.16192202866100514,79.68357731146607,2.7525298707296524
204,4,0.011945994274384973,True,0.02606627300869865,0.3955993374413293,0.06755822626328084,0.04642695025186453
205,5,0.04729163323743376,True,0.022325550452841774,0.1762572866057993,15.731285775191653,0.25564658439787113
206,1,0.020264693909232388,True,0.07689253907319671,0.2672965213269853,0.5382729071771863,0.12073871274040009
207,4,0.058776560924759934,True,0.09823133248499806,0.006162570803904421,0.3378720790121606,0.34511108895428083
208,5,0.07575780743066474,False,0.01326393641303078,0.002668970198948628,43.60943265784558,5.798668292009753
209,1,0.035000155850964276,True,0.03706768939884543,0.1507792274456819,0.0644206849835155,0.23988130607196237
210,2,0.036966251625966576,True,0.031826536206827405,0.013915146965420733,90.6902167832959,0.01286108637764996
211,2,0.07110169883305915,True,0.010838198087095957,0.15127624968970105,4.298216315050081,0.01256021214731879
212,1,0.01222609493679936,False,0.016588492764331164,0.02585723638236964,15.698348075922253,0.08707529638955366
213,1,0.049709676069427854,False,0.020942545392110753,0.07359118336365394,0.014848230406239738,2.0573751093762005
214,4,0.04281140887521245,False,0.05090924128800712,0.36023382603970966,9.425431819700636,0.2219054091639034
215,2,0.02646117886473625,True,0.08228323956193626,0.023360269054448712,10.301239910429125,2.0818268212829834
216,5,0.09850034936277643,True,0.021622603045988717,0.2940015570538391,0.3508667514705644,0.6137942520143522
217,2,0.015597295401376478,True,0.015820110472399427,0.06763292067194043,8.659053260874717,0.17403906716858394
218,1,0.01225393329695593,True,0.09171789764664974,0.32867959411810893,0.9904736749884958,0.0515938364053018
219,3,0.06897696070685502,False,0.04230780354278022,0.3291360995184993,2.772580352304562,0.23873849833205588
220,1,0.032961711159770785,True,0.04734317906198694,0.46668025946208813,17.967683348200165,0.03945070414635449
221,4,0.03209158037209129,True,0.016802652933666486,0.4893392491018111,1.2264504754354595,4.521753881086712
222,2,0.07002022236595187,False,0.08509875336191329,0.45119495341092375,93.98688472582522,7.80105295296218
223,1,0.05569328911942675,True,0.09286299946649365,0.25489618573652756,8.089906145276634,5.2490614757137415
224,4,0.023246936620738665,True,0.039035037723889256,0.4327440880013276,0.7226442342447651,7.230316389389134
225,2,0.03052527675668831,True,0.06202261983291316,0.19318196521404035,0.2903188912966279,0.09580866730783211
226,5,0.012441182795988045,True,0.038101898651530616,0.14871500414489458,0.5518114704474414,5.7545915959680185
227,2,0.01212225537238544,True,0.010139071796491459,0.4858856150409417,14.519752728401862,0.1480184348895753
228,3,0.04324781550184509,False,0.08155469036624355,0.02330627503966809,0.11238314138924523,0.09109865541522749
